"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"18.10.2023 16:00 - 18.10.2023 17:00","6","6","2","641","657","559","724","773","832"
"18.10.2023 17:00 - 18.10.2023 18:00","0","0","3","756","774","798","871","936","1156"
"18.10.2023 18:00 - 18.10.2023 19:00","0","0","3","832","841","867","1056","1095","1438"
"18.10.2023 19:00 - 18.10.2023 20:00","0","0","3","877","887","1101","1246","1296","1582"
"18.10.2023 20:00 - 18.10.2023 21:00","0","0","2","906","927","1091","1386","1449","1686"
"18.10.2023 21:00 - 18.10.2023 22:00","0","0","2","920","947","1096","1461","1546","1889"
"18.10.2023 22:00 - 18.10.2023 23:00","0","1","1","929","1082","1082","1814","2091","2091"
"18.10.2023 23:00 - 19.10.2023 00:00","0","1","1","940","1017","1017","1958","2240","2240"
"19.10.2023 00:00 - 19.10.2023 01:00","0","0","0","951","1022","1022","2153","2426","2426"
"19.10.2023 01:00 - 19.10.2023 02:00","0","0","0","954","1036","1036","2377","2649","2649"
"19.10.2023 02:00 - 19.10.2023 03:00","0","0","0","966","1034","1034","2568","2969","2969"
"19.10.2023 03:00 - 19.10.2023 04:00","0","0","0","986","1009","1009","2676","3146","3146"
"19.10.2023 04:00 - 19.10.2023 05:00","0","0","0","998","1064","1064","2573","3251","3251"
"19.10.2023 05:00 - 19.10.2023 06:00","1","1","1","1005","1049","1049","2391","3117","3117"
"19.10.2023 06:00 - 19.10.2023 07:00","14","22","22","1008","1097","1096","2272","3261","3261"
"19.10.2023 07:00 - 19.10.2023 08:00","45","63","51","1009","1076","1079","2570","3442","3549"
"19.10.2023 08:00 - 19.10.2023 09:00","71","93","84","1009","1064","1079","2712","3450","3342"
"19.10.2023 09:00 - 19.10.2023 10:00","87","111","128","1009","1057","1079","2628","3276","3197"
"19.10.2023 10:00 - 19.10.2023 11:00","89","118","132","1009","1050","1076","2768","3290","3311"
"19.10.2023 11:00 - 19.10.2023 12:00","86","119","160","1008","1044","1080","2640","3162","3315"
"19.10.2023 12:00 - 19.10.2023 13:00","82","108","165","1008","1041","1086","2579","3050","3356"
"19.10.2023 13:00 - 19.10.2023 14:00","64","80","138","1008","1039","1089","2571","3008","3358"
"19.10.2023 14:00 - 19.10.2023 15:00","38","42","66","1009","1037","1091","2570","3026","3357"
"19.10.2023 15:00 - 19.10.2023 16:00","13","13","26","1008","1036","1094","2640","3073","3501"
"19.10.2023 16:00 - 19.10.2023 17:00","1","1","2","1006","1025","1091","2617","2972","3450"
"19.10.2023 17:00 - 19.10.2023 18:00","0","0","3","1001","1007","1089","2424","2662","3355"
"19.10.2023 18:00 - 19.10.2023 19:00","0","0","3","999","1000","1086","2416","2539","3623"
"19.10.2023 19:00 - 19.10.2023 20:00","0","0","3","998","998","1086","2502","2597","3586"
"19.10.2023 20:00 - 19.10.2023 21:00","0","0","2","998","997","1088","2570","2662","3514"
"19.10.2023 21:00 - 19.10.2023 22:00","0","0","2","998","997","1087","2568","2604","3424"
"19.10.2023 22:00 - 19.10.2023 23:00","0","1","1","1030","1056","1056","3036","3421","3421"
"19.10.2023 23:00 - 20.10.2023 00:00","0","1","1","1028","1096","1096","2943","3377","3377"
"20.10.2023 00:00 - 20.10.2023 01:00","0","0","0","1026","1091","1091","2907","3468","3468"
"20.10.2023 01:00 - 20.10.2023 02:00","0","0","0","1024","1089","1089","2900","3399","3399"
"20.10.2023 02:00 - 20.10.2023 03:00","0","0","0","1015","1037","1037","2880","3432","3432"
"20.10.2023 03:00 - 20.10.2023 04:00","0","0","0","1001","1082","1082","2792","3418","3418"
"20.10.2023 04:00 - 20.10.2023 05:00","0","0","0","993","1062","1062","2604","3425","3425"
"20.10.2023 05:00 - 20.10.2023 06:00","1","1","1","989","1076","1076","2396","3209","3209"
"20.10.2023 06:00 - 20.10.2023 07:00","14","27","27","985","1015","1014","2260","3514","3514"
"20.10.2023 07:00 - 20.10.2023 08:00","61","93","87","981","1016","1020","2539","3673","3775"
"20.10.2023 08:00 - 20.10.2023 09:00","110","148","148","979","1011","1038","2664","3657","3509"
"20.10.2023 09:00 - 20.10.2023 10:00","128","169","221","977","1004","1038","2568","3414","3372"
"20.10.2023 10:00 - 20.10.2023 11:00","136","174","228","973","995","987","2654","3359","3350"
"20.10.2023 11:00 - 20.10.2023 12:00","142","176","239","965","985","1052","2439","3173","3389"
"20.10.2023 12:00 - 20.10.2023 13:00","114","149","187","954","976","1041","2320","2966","3418"
"20.10.2023 13:00 - 20.10.2023 14:00","73","98","153","936","965","1012","2264","2840","3367"
"20.10.2023 14:00 - 20.10.2023 15:00","42","50","93","915","950","971","2225","2793","3312"
"20.10.2023 15:00 - 20.10.2023 16:00","13","16","21","891","931","984","2219","2769","3406"
"20.10.2023 16:00 - 20.10.2023 17:00","1","1","2","862","902","862","2100","2570","3310"
"20.10.2023 17:00 - 20.10.2023 18:00","0","0","3","835","872","805","1862","2192","3164"
"20.10.2023 18:00 - 20.10.2023 19:00","0","0","3","816","854","740","1817","2040","3258"
"20.10.2023 19:00 - 20.10.2023 20:00","0","0","3","810","840","752","1924","2075","3231"
"20.10.2023 20:00 - 20.10.2023 21:00","0","0","2","816","833","786","2021","2118","3198"
"20.10.2023 21:00 - 20.10.2023 22:00","0","0","2","832","842","792","2061","2095","3236"
"20.10.2023 22:00 - 20.10.2023 23:00","0","1","1","871","835","835","2743","3282","3282"
"20.10.2023 23:00 - 21.10.2023 00:00","0","1","1","893","927","927","2747","3247","3247"
"21.10.2023 00:00 - 21.10.2023 01:00","0","0","0","912","925","925","2761","3284","3284"
"21.10.2023 01:00 - 21.10.2023 02:00","0","0","0","942","956","956","2769","3211","3211"
"21.10.2023 02:00 - 21.10.2023 03:00","0","0","0","968","1059","1059","2682","3146","3146"
"21.10.2023 03:00 - 21.10.2023 04:00","0","0","0","983","1058","1058","2523","3102","3102"
"21.10.2023 04:00 - 21.10.2023 05:00","0","0","0","992","1033","1033","2333","3040","3040"
"21.10.2023 05:00 - 21.10.2023 06:00","0","0","0","997","1009","1009","2145","2834","2834"
"21.10.2023 06:00 - 21.10.2023 07:00","5","16","16","999","1043","1058","1995","2866","2866"
"21.10.2023 07:00 - 21.10.2023 08:00","24","38","28","1001","1038","1062","2194","2986","3052"
"21.10.2023 08:00 - 21.10.2023 09:00","52","66","74","1001","1034","1033","2260","2972","2790"
"21.10.2023 09:00 - 21.10.2023 10:00","74","93","137","989","1030","1051","2162","2767","2576"
"21.10.2023 10:00 - 21.10.2023 11:00","78","102","120","969","1023","1043","2190","2720","2523"
"21.10.2023 11:00 - 21.10.2023 12:00","82","99","141","946","1016","1060","2004","2575","2528"
"21.10.2023 12:00 - 21.10.2023 13:00","68","91","128","925","1003","1034","1883","2427","2403"
"21.10.2023 13:00 - 21.10.2023 14:00","51","68","86","915","988","1066","1819","2277","2241"
"21.10.2023 14:00 - 21.10.2023 15:00","31","33","44","911","974","1070","1732","2175","2158"
"21.10.2023 15:00 - 21.10.2023 16:00","9","10","12","904","958","1013","1705","2097","2197"
"21.10.2023 16:00 - 21.10.2023 17:00","0","1","2","886","930","1059","1604","1893","2053"
"21.10.2023 17:00 - 21.10.2023 18:00","0","0","3","865","894","1032","1398","1545","1834"
"21.10.2023 18:00 - 21.10.2023 19:00","0","0","3","846","855","968","1321","1339","1715"
"21.10.2023 19:00 - 21.10.2023 20:00","0","0","3","819","808","928","1279","1234","1468"
"21.10.2023 20:00 - 21.10.2023 21:00","0","0","2","802","762","826","1238","1124","1309"
"21.10.2023 21:00 - 21.10.2023 22:00","0","0","2","804","740","746","1143","1000","1181"
"21.10.2023 22:00 - 21.10.2023 23:00","0","1","1","804","886","886","1203","1240","1240"
"21.10.2023 23:00 - 22.10.2023 00:00","0","1","1","807","945","945","1140","1180","1180"
"22.10.2023 00:00 - 22.10.2023 01:00","0","0","0","811","924","924","1103","1103","1103"
"22.10.2023 01:00 - 22.10.2023 02:00","0","0","0","814","799","799","1067","1059","1059"
"22.10.2023 02:00 - 22.10.2023 03:00","0","0","0","802","729","729","1014","1015","1015"
"22.10.2023 03:00 - 22.10.2023 04:00","0","0","0","801","748","748","972","1039","1039"
"22.10.2023 04:00 - 22.10.2023 05:00","0","0","0","819","811","811","920","1038","1038"
"22.10.2023 05:00 - 22.10.2023 06:00","1","1","1","828","792","792","852","980","980"
"22.10.2023 06:00 - 22.10.2023 07:00","16","32","32","814","912","916","791","1066","1066"
"22.10.2023 07:00 - 22.10.2023 08:00","67","125","141","789","889","859","854","1113","1129"
"22.10.2023 08:00 - 22.10.2023 09:00","112","196","153","755","855","933","848","1089","978"
"22.10.2023 09:00 - 22.10.2023 10:00","151","193","186","739","804","894","750","976","894"
"22.10.2023 10:00 - 22.10.2023 11:00","197","177","191","775","714","807","736","908","772"
"22.10.2023 11:00 - 22.10.2023 12:00","210","162","174","807","628","605","685","825","663"
"22.10.2023 12:00 - 22.10.2023 13:00","150","133","182","821","642","769","689","756","638"
"22.10.2023 13:00 - 22.10.2023 14:00","96","92","109","807","767","908","746","741","627"
"22.10.2023 14:00 - 22.10.2023 15:00","62","45","59","784","853","856","834","785","732"
"22.10.2023 15:00 - 22.10.2023 16:00","25","15","25","765","862","849","879","846","807"
"22.10.2023 16:00 - 22.10.2023 17:00","2","1","3","751","811","793","885","859","864"
"22.10.2023 17:00 - 22.10.2023 18:00","0","0","3","733","739","691","861","806","912"
"22.10.2023 18:00 - 22.10.2023 19:00","0","0","3","710","703","613","845","808","1024"
"22.10.2023 19:00 - 22.10.2023 20:00","0","0","3","708","717","510","855","852","1165"
"22.10.2023 20:00 - 22.10.2023 21:00","0","0","2","717","751","526","847","925","1075"
"22.10.2023 21:00 - 22.10.2023 22:00","0","0","2","721","767","628","814","938","1118"
"22.10.2023 22:00 - 22.10.2023 23:00","0","1","1","743","701","701","970","1041","1041"
"22.10.2023 23:00 - 23.10.2023 00:00","0","1","1","747","591","591","908","1091","1091"
"23.10.2023 00:00 - 23.10.2023 01:00","0","0","0","741","582","582","855","1056","1056"
"23.10.2023 01:00 - 23.10.2023 02:00","0","0","0","729","792","792","789","964","964"
"23.10.2023 02:00 - 23.10.2023 03:00","0","0","0","732","804","804","771","999","999"
"23.10.2023 03:00 - 23.10.2023 04:00","0","0","0","731","733","733","761","947","947"
"23.10.2023 04:00 - 23.10.2023 05:00","0","0","0","717","685","685","697","963","963"
"23.10.2023 05:00 - 23.10.2023 06:00","2","1","1","691","615","615","628","764","764"
"23.10.2023 06:00 - 23.10.2023 07:00","37","28","28","646","656","646","597","730","730"
"23.10.2023 07:00 - 23.10.2023 08:00","180","130","121","604","613","413","648","736","776"
"23.10.2023 08:00 - 23.10.2023 09:00","333","232","303","570","562","444","623","699","623"
"23.10.2023 09:00 - 23.10.2023 10:00","403","308","402","528","506","481","612","667","627"
"23.10.2023 10:00 - 23.10.2023 11:00","394","355","523","476","446","457","596","646","618"
"23.10.2023 11:00 - 23.10.2023 12:00","355","355","554","414","377","394","561","600","626"
"23.10.2023 12:00 - 23.10.2023 13:00","300","325","445","362","310","322","498","516","535"
"23.10.2023 13:00 - 23.10.2023 14:00","227","256","320","311","254","230","394","415","355"
"23.10.2023 14:00 - 23.10.2023 15:00","140","143","155","261","200","122","284","311","232"
"23.10.2023 15:00 - 23.10.2023 16:00","45","42","27","204","148","84","199","237","134"
"23.10.2023 16:00 - 23.10.2023 17:00","2","2","0","148","90","52","129","165","101"
"23.10.2023 17:00 - 23.10.2023 18:00","0","0","3","102","53","5","84","99","60"
"23.10.2023 18:00 - 23.10.2023 19:00","0","0","3","73","35","0","65","75","90"
"23.10.2023 19:00 - 23.10.2023 20:00","0","0","2","66","37","5","60","80","85"
"23.10.2023 20:00 - 23.10.2023 21:00","0","0","2","65","57","25","62","95","114"
"23.10.2023 21:00 - 23.10.2023 22:00","0","0","2","77","93","40","76","108","123"
"23.10.2023 22:00 - 23.10.2023 23:00","0","1","1","156","66","66","184","142","142"
"23.10.2023 23:00 - 24.10.2023 00:00","0","1","1","213","79","79","212","132","132"
"24.10.2023 00:00 - 24.10.2023 01:00","0","0","0","275","102","102","257","150","150"
"24.10.2023 01:00 - 24.10.2023 02:00","0","0","0","371","180","180","339","199","199"
"24.10.2023 02:00 - 24.10.2023 03:00","0","0","0","484","263","263","474","326","326"
"24.10.2023 03:00 - 24.10.2023 04:00","0","0","0","578","301","301","620","494","494"
"24.10.2023 04:00 - 24.10.2023 05:00","0","0","0","652","346","346","734","770","770"
"24.10.2023 05:00 - 24.10.2023 06:00","0","1","1","714","414","414","811","824","824"
"24.10.2023 06:00 - 24.10.2023 07:00","11","15","15","777","712","739","878","947","947"
"24.10.2023 07:00 - 24.10.2023 08:00","48","74","81","827","793","923","1133","1207","1287"
"24.10.2023 08:00 - 24.10.2023 09:00","93","140","209","862","863","1036","1380","1472","1517"
"24.10.2023 09:00 - 24.10.2023 10:00","130","171","202","884","900","1080","1525","1669","1747"
"24.10.2023 10:00 - 24.10.2023 11:00","114","169","157","898","920","1094","1772","1973","2092"
"24.10.2023 11:00 - 24.10.2023 12:00","84","122","84","912","935","1103","1851","2129","2278"
"24.10.2023 12:00 - 24.10.2023 13:00","63","73","82","929","955","1104","1900","2191","2486"
"24.10.2023 13:00 - 24.10.2023 14:00","43","43","41","946","972","1104","1957","2214","2626"
"24.10.2023 14:00 - 24.10.2023 15:00","24","21","28","954","985","1095","1961","2258","2654"
"24.10.2023 15:00 - 24.10.2023 16:00","7","6","4","951","987","1069","2008","2297","2818"
"24.10.2023 16:00 - 24.10.2023 17:00","0","0","0","943","978","1029","1973","2276","2751"
"24.10.2023 17:00 - 24.10.2023 18:00","0","0","0","932","961","1009","1819","2134","2661"
"24.10.2023 18:00 - 24.10.2023 19:00","0","0","0","912","947","918","1801","2066","2828"
"24.10.2023 19:00 - 24.10.2023 20:00","0","0","0","883","930","882","1840","2075","2734"
"24.10.2023 20:00 - 24.10.2023 21:00","0","0","0","849","906","837","1853","2064","2722"
"24.10.2023 21:00 - 24.10.2023 22:00","0","0","0","810","875","939","1797","1954","2659"
"24.10.2023 22:00 - 24.10.2023 23:00","0","0","0","878","972","972","2301","2654","2654"
"24.10.2023 23:00 - 25.10.2023 00:00","0","0","0","860","922","922","2169","2514","2514"
"25.10.2023 00:00 - 25.10.2023 01:00","0","0","0","851","860","860","2100","2570","2570"
"25.10.2023 01:00 - 25.10.2023 02:00","0","0","0","861","893","893","2056","2541","2541"
"25.10.2023 02:00 - 25.10.2023 03:00","0","0","0","874","985","985","2009","2560","2546"
"25.10.2023 03:00 - 25.10.2023 04:00","0","0","0","866","1080","1080","1921","2469","2469"
"25.10.2023 04:00 - 25.10.2023 05:00","0","0","0","886","1073","1073","1732","2413","2413"
"25.10.2023 05:00 - 25.10.2023 06:00","0","0","0","932","1052","1052","1543","2262","2262"
"25.10.2023 06:00 - 25.10.2023 07:00","12","7","7","938","1025","1021","1398","2373","2373"
"25.10.2023 07:00 - 25.10.2023 08:00","70","42","34","928","1010","1051","1516","2431","2560"
"25.10.2023 08:00 - 25.10.2023 09:00","154","94","63","913","988","1075","1542","2386","2524"
"25.10.2023 09:00 - 25.10.2023 10:00","231","154","97","892","962","1064","1453","2197","2389"
"25.10.2023 10:00 - 25.10.2023 11:00","288","192","100","859","938","1078","1397","2108","2363"
"25.10.2023 11:00 - 25.10.2023 12:00","308","201","190","836","915","1067","1246","1975","2237"
"25.10.2023 12:00 - 25.10.2023 13:00","282","185","218","826","895","1054","1150","1867","2084"
"25.10.2023 13:00 - 25.10.2023 14:00","210","147","158","802","852","1047","1078","1798","1965"
"25.10.2023 14:00 - 25.10.2023 15:00","118","84","74","756","802","1016","1025","1762","1883"
"25.10.2023 15:00 - 25.10.2023 16:00","31","23","17","737","779","956","1057","1763","1885"
"25.10.2023 16:00 - 25.10.2023 17:00","1","1","0","730","784","902","1075","1693","1907"
"25.10.2023 17:00 - 25.10.2023 18:00","0","0","0","723","799","996","1015","1499","1776"
"25.10.2023 18:00 - 25.10.2023 19:00","0","0","0","719","797","997","1004","1398","1816"
"25.10.2023 19:00 - 25.10.2023 20:00","0","0","0","711","789","995","1008","1400","1691"
"25.10.2023 20:00 - 25.10.2023 21:00","0","0","0","703","782","889","1026","1418","1629"
"25.10.2023 21:00 - 25.10.2023 22:00","0","0","0","701","774","869","1019","1355","1601"
"25.10.2023 22:00 - 25.10.2023 23:00","0","0","0","846","928","928","1576","1606","1606"
"25.10.2023 23:00 - 26.10.2023 00:00","0","0","0","827","902","902","1493","1526","1526"
"26.10.2023 00:00 - 26.10.2023 01:00","0","0","0","818","755","755","1431","1562","1562"
"26.10.2023 01:00 - 26.10.2023 02:00","0","0","0","803","769","769","1378","1478","1478"
"26.10.2023 02:00 - 26.10.2023 03:00","0","0","0","767","755","755","1345","1532","1532"
"26.10.2023 03:00 - 26.10.2023 04:00","0","0","0","735","682","682","1315","1577","1577"
"26.10.2023 04:00 - 26.10.2023 05:00","0","0","0","732","702","702","1224","1526","1526"
"26.10.2023 05:00 - 26.10.2023 06:00","0","0","0","734","715","715","1113","1253","1253"
"26.10.2023 06:00 - 26.10.2023 07:00","4","5","5","740","755","766","1017","1313","1313"
"26.10.2023 07:00 - 26.10.2023 08:00","26","30","24","746","764","879","1100","1401","1446"
"26.10.2023 08:00 - 26.10.2023 09:00","59","67","76","741","764","832","1132","1434","1259"
"26.10.2023 09:00 - 26.10.2023 10:00","98","108","140","727","751","769","1071","1321","1114"
"26.10.2023 10:00 - 26.10.2023 11:00","140","149","183","696","717","628","1078","1219","1038"
"26.10.2023 11:00 - 26.10.2023 12:00","166","174","168","666","691","589","1009","1111","891"
"26.10.2023 12:00 - 26.10.2023 13:00","164","175","167","649","680","549","955","1055","849"
"26.10.2023 13:00 - 26.10.2023 14:00","124","135","104","642","672","456","895","1013","843"
"26.10.2023 14:00 - 26.10.2023 15:00","67","71","60","649","673","394","857","979","817"
"26.10.2023 15:00 - 26.10.2023 16:00","17","18","9","662","686","442","835","966","798"
"26.10.2023 16:00 - 26.10.2023 17:00","1","1","0","678","706","451","803","920","729"
"26.10.2023 17:00 - 26.10.2023 18:00","0","0","0","695","713","521","754","845","773"
"26.10.2023 18:00 - 26.10.2023 19:00","0","0","0","700","713","530","747","802","860"
"26.10.2023 19:00 - 26.10.2023 20:00","0","0","8","692","704","622","757","807","765"
"26.10.2023 20:00 - 26.10.2023 21:00","0","0","6","677","688","589","741","786","637"
"26.10.2023 21:00 - 26.10.2023 22:00","0","0","5","661","672","510","702","702","480"
"26.10.2023 22:00 - 26.10.2023 23:00","0","0","0","551","446","446","670","466","466"
"26.10.2023 23:00 - 27.10.2023 00:00","0","0","0","527","407","407","590","463","463"
"27.10.2023 00:00 - 27.10.2023 01:00","0","0","0","522","393","393","571","568","568"
"27.10.2023 01:00 - 27.10.2023 02:00","0","0","0","530","386","386","575","546","546"
"27.10.2023 02:00 - 27.10.2023 03:00","0","0","0","572","385","385","619","580","580"
"27.10.2023 03:00 - 27.10.2023 04:00","0","0","0","630","415","415","669","572","572"
"27.10.2023 04:00 - 27.10.2023 05:00","0","0","0","656","546","546","642","575","575"
