"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"19.02.2024 05:00 - 19.02.2024 06:00","0","0","0","602","761","761","502","328","328"
"19.02.2024 06:00 - 19.02.2024 07:00","1","1","1","608","752","752","546","504","504"
"19.02.2024 07:00 - 19.02.2024 08:00","33","25","25","572","552","560","767","821","821"
"19.02.2024 08:00 - 19.02.2024 09:00","99","81","150","515","520","669","939","959","909"
"19.02.2024 09:00 - 19.02.2024 10:00","172","166","260","497","479","455","928","983","939"
"19.02.2024 10:00 - 19.02.2024 11:00","222","232","315","554","439","228","1022","1070","1041"
"19.02.2024 11:00 - 19.02.2024 12:00","259","273","343","640","427","169","986","1025","1104"
"19.02.2024 12:00 - 19.02.2024 13:00","276","298","371","683","427","256","966","942","1042"
"19.02.2024 13:00 - 19.02.2024 14:00","259","298","354","692","435","406","898","876","808"
"19.02.2024 14:00 - 19.02.2024 15:00","205","252","260","682","477","639","824","822","901"
"19.02.2024 15:00 - 19.02.2024 16:00","122","148","119","649","500","506","796","775","894"
"19.02.2024 16:00 - 19.02.2024 17:00","22","27","5","631","507","617","754","735","788"
"19.02.2024 17:00 - 19.02.2024 18:00","1","1","0","648","537","695","700","696","677"
"19.02.2024 18:00 - 19.02.2024 19:00","0","0","0","734","584","709","754","720","691"
"19.02.2024 19:00 - 19.02.2024 20:00","0","0","0","787","639","739","948","754","694"
"19.02.2024 20:00 - 19.02.2024 21:00","0","0","0","806","681","827","1104","825","652"
"19.02.2024 21:00 - 19.02.2024 22:00","0","0","0","815","713","947","1258","889","864"
"19.02.2024 22:00 - 19.02.2024 23:00","0","0","0","828","748","871","1384","1017","1045"
"19.02.2024 23:00 - 20.02.2024 00:00","0","0","0","757","768","768","953","1047","1047"
"20.02.2024 00:00 - 20.02.2024 01:00","0","0","0","752","749","749","1143","1383","1383"
"20.02.2024 01:00 - 20.02.2024 02:00","0","0","0","707","738","738","1327","1657","1657"
"20.02.2024 02:00 - 20.02.2024 03:00","0","0","0","679","792","792","1470","1813","1813"
"20.02.2024 03:00 - 20.02.2024 04:00","0","0","0","670","705","679","1435","1712","1712"
"20.02.2024 04:00 - 20.02.2024 05:00","0","0","0","669","784","784","1226","1549","1549"
"20.02.2024 05:00 - 20.02.2024 06:00","0","0","0","665","620","620","956","1338","1338"
"20.02.2024 06:00 - 20.02.2024 07:00","18","19","19","645","804","804","825","1164","1164"
"20.02.2024 07:00 - 20.02.2024 08:00","150","157","157","646","786","765","858","1084","1084"
"20.02.2024 08:00 - 20.02.2024 09:00","299","323","274","672","744","642","872","1056","933"
"20.02.2024 09:00 - 20.02.2024 10:00","449","465","463","688","701","630","853","965","822"
"20.02.2024 10:00 - 20.02.2024 11:00","484","514","754","704","711","734","950","1007","884"
"20.02.2024 11:00 - 20.02.2024 12:00","436","459","764","735","751","691","981","1072","1083"
"20.02.2024 12:00 - 20.02.2024 13:00","394","363","508","786","752","882","1065","1140","1176"
"20.02.2024 13:00 - 20.02.2024 14:00","341","278","296","817","762","925","1216","1221","1324"
"20.02.2024 14:00 - 20.02.2024 15:00","234","191","167","813","775","955","1331","1338","1360"
"20.02.2024 15:00 - 20.02.2024 16:00","106","94","81","822","790","888","1491","1452","1403"
"20.02.2024 16:00 - 20.02.2024 17:00","14","14","3","844","822","909","1602","1614","1548"
"20.02.2024 17:00 - 20.02.2024 18:00","0","1","0","866","854","901","1560","1702","1795"
"20.02.2024 18:00 - 20.02.2024 19:00","0","0","0","870","876","1015","1610","1786","2203"
"20.02.2024 19:00 - 20.02.2024 20:00","0","0","0","862","890","1042","1616","1774","2514"
"20.02.2024 20:00 - 20.02.2024 21:00","0","0","0","865","889","1089","1634","1784","2341"
"20.02.2024 21:00 - 20.02.2024 22:00","0","0","0","866","880","1085","1612","1724","2004"
"20.02.2024 22:00 - 20.02.2024 23:00","0","0","0","854","864","994","1667","1735","2046"
"20.02.2024 23:00 - 21.02.2024 00:00","0","0","0","905","1081","1081","1868","2164","2164"
"21.02.2024 00:00 - 21.02.2024 01:00","0","0","0","907","1098","1098","1847","2330","2330"
"21.02.2024 01:00 - 21.02.2024 02:00","0","0","0","905","1071","1071","1845","2558","2558"
"21.02.2024 02:00 - 21.02.2024 03:00","0","0","0","907","1101","1101","1887","2588","2588"
"21.02.2024 03:00 - 21.02.2024 04:00","0","0","0","908","1089","1089","1860","2831","2831"
"21.02.2024 04:00 - 21.02.2024 05:00","0","0","0","876","1072","1072","1761","2901","2901"
"21.02.2024 05:00 - 21.02.2024 06:00","0","0","0","797","1039","1030","1500","2572","2549"
"21.02.2024 06:00 - 21.02.2024 07:00","3","2","2","710","918","930","1234","2392","2516"
"21.02.2024 07:00 - 21.02.2024 08:00","73","78","78","603","720","706","1102","2470","2470"
"21.02.2024 08:00 - 21.02.2024 09:00","238","263","341","546","664","625","881","2146","1917"
"21.02.2024 09:00 - 21.02.2024 10:00","459","508","650","574","659","750","708","1802","1375"
"21.02.2024 10:00 - 21.02.2024 11:00","629","676","797","602","626","646","744","1617","1038"
"21.02.2024 11:00 - 21.02.2024 12:00","706","743","911","658","600","496","816","1500","1061"
"21.02.2024 12:00 - 21.02.2024 13:00","706","723","748","702","621","641","889","1421","1093"
"21.02.2024 13:00 - 21.02.2024 14:00","580","588","547","720","670","680","929","1302","1070"
"21.02.2024 14:00 - 21.02.2024 15:00","340","361","295","732","725","911","973","1250","979"
"21.02.2024 15:00 - 21.02.2024 16:00","141","162","97","752","728","823","1119","1330","1065"
"21.02.2024 16:00 - 21.02.2024 17:00","23","28","3","795","752","762","1331","1466","1269"
"21.02.2024 17:00 - 21.02.2024 18:00","1","1","0","848","807","844","1437","1506","1571"
"21.02.2024 18:00 - 21.02.2024 19:00","0","0","1","886","850","937","1635","1568","1956"
"21.02.2024 19:00 - 21.02.2024 20:00","0","0","1","909","873","1056","1890","1713","2095"
"21.02.2024 20:00 - 21.02.2024 21:00","0","0","1","929","894","1090","2109","1933","2235"
"21.02.2024 21:00 - 21.02.2024 22:00","0","0","0","944","910","1099","2165","1989","2368"
"21.02.2024 22:00 - 21.02.2024 23:00","0","0","0","956","930","1095","2115","2012","2474"
"21.02.2024 23:00 - 22.02.2024 00:00","0","0","0","924","1091","1091","2069","2396","2396"
"22.02.2024 00:00 - 22.02.2024 01:00","0","0","0","883","1082","1082","1946","2438","2438"
"22.02.2024 01:00 - 22.02.2024 02:00","0","0","0","835","1039","1045","1755","2322","2322"
"22.02.2024 02:00 - 22.02.2024 03:00","0","0","0","729","843","843","1548","2115","2115"
"22.02.2024 03:00 - 22.02.2024 04:00","0","0","0","603","507","507","1279","1590","1590"
"22.02.2024 04:00 - 22.02.2024 05:00","0","0","0","484","436","436","979","1075","1075"
"22.02.2024 05:00 - 22.02.2024 06:00","0","0","0","442","360","360","717","671","671"
"22.02.2024 06:00 - 22.02.2024 07:00","2","2","2","464","431","431","608","574","574"
"22.02.2024 07:00 - 22.02.2024 08:00","41","37","37","532","575","569","668","670","670"
"22.02.2024 08:00 - 22.02.2024 09:00","130","117","118","606","693","554","688","701","713"
"22.02.2024 09:00 - 22.02.2024 10:00","250","221","195","662","734","553","663","685","606"
"22.02.2024 10:00 - 22.02.2024 11:00","351","295","313","724","717","574","699","693","501"
"22.02.2024 11:00 - 22.02.2024 12:00","406","325","459","764","728","722","711","656","477"
"22.02.2024 12:00 - 22.02.2024 13:00","419","317","506","791","783","727","728","651","515"
"22.02.2024 13:00 - 22.02.2024 14:00","380","274","386","818","790","696","794","713","602"
"22.02.2024 14:00 - 22.02.2024 15:00","271","204","209","835","791","605","861","757","640"
"22.02.2024 15:00 - 22.02.2024 16:00","145","130","101","860","838","670","1035","850","722"
"22.02.2024 16:00 - 22.02.2024 17:00","30","34","14","912","887","829","1322","1057","909"
"22.02.2024 17:00 - 22.02.2024 18:00","1","2","0","938","912","932","1540","1332","1049"
"22.02.2024 18:00 - 22.02.2024 19:00","0","0","0","949","929","1035","1836","1776","1833"
"22.02.2024 19:00 - 22.02.2024 20:00","0","0","0","962","947","1076","2174","2192","2388"
"22.02.2024 20:00 - 22.02.2024 21:00","0","0","0","975","969","1103","2317","2471","2571"
"22.02.2024 21:00 - 22.02.2024 22:00","0","0","0","983","987","1114","2292","2497","2825"
"22.02.2024 22:00 - 22.02.2024 23:00","0","0","0","985","992","1110","2285","2466","3137"
"22.02.2024 23:00 - 23.02.2024 00:00","0","0","0","1008","1101","1095","2580","2880","2880"
"23.02.2024 00:00 - 23.02.2024 01:00","0","0","0","998","1089","1089","2481","3137","3137"
"23.02.2024 01:00 - 23.02.2024 02:00","0","0","0","990","1032","1032","2349","2837","2837"
"23.02.2024 02:00 - 23.02.2024 03:00","0","0","0","947","670","670","2278","2720","2720"
"23.02.2024 03:00 - 23.02.2024 04:00","0","0","0","926","1018","1018","2399","2415","2415"
"23.02.2024 04:00 - 23.02.2024 05:00","0","0","0","886","901","901","2300","2402","2402"
"23.02.2024 05:00 - 23.02.2024 06:00","0","0","0","872","859","832","1887","2074","2074"
"23.02.2024 06:00 - 23.02.2024 07:00","3","4","4","890","1025","1025","1797","2539","2539"
"23.02.2024 07:00 - 23.02.2024 08:00","59","63","63","945","1087","1086","2234","3198","3198"
"23.02.2024 08:00 - 23.02.2024 09:00","194","190","284","991","1081","1086","2429","3454","3193"
"23.02.2024 09:00 - 23.02.2024 10:00","347","347","458","1006","1065","1086","2436","3320","3087"
"23.02.2024 10:00 - 23.02.2024 11:00","455","467","645","1009","1046","1084","2690","3319","3216"
"23.02.2024 11:00 - 23.02.2024 12:00","518","543","690","1009","1035","1092","2626","3122","3174"
"23.02.2024 12:00 - 23.02.2024 13:00","533","552","668","1009","1023","1083","2516","2944","3225"
"23.02.2024 13:00 - 23.02.2024 14:00","489","489","483","1009","1011","1068","2414","2795","3097"
"23.02.2024 14:00 - 23.02.2024 15:00","371","371","309","1002","999","1071","2253","2612","3115"
"23.02.2024 15:00 - 23.02.2024 16:00","211","215","141","975","978","960","2109","2431","2864"
"23.02.2024 16:00 - 23.02.2024 17:00","48","49","7","927","947","742","1812","2238","2383"
"23.02.2024 17:00 - 23.02.2024 18:00","2","2","0","843","915","601","1403","1925","2159"
"23.02.2024 18:00 - 23.02.2024 19:00","0","0","0","803","884","928","1237","1731","1948"
"23.02.2024 19:00 - 23.02.2024 20:00","0","0","0","769","857","796","1185","1555","1656"
"23.02.2024 20:00 - 23.02.2024 21:00","0","0","0","746","826","792","1127","1445","1484"
"23.02.2024 21:00 - 23.02.2024 22:00","0","0","0","742","797","801","1009","1244","1439"
"23.02.2024 22:00 - 23.02.2024 23:00","0","0","0","700","756","731","857","1012","1185"
"23.02.2024 23:00 - 24.02.2024 00:00","0","0","0","594","536","536","910","1041","1041"
"24.02.2024 00:00 - 24.02.2024 01:00","0","0","0","575","526","526","768","900","900"
"24.02.2024 01:00 - 24.02.2024 02:00","0","0","0","539","508","508","697","819","819"
"24.02.2024 02:00 - 24.02.2024 03:00","0","0","0","508","463","463","671","728","728"
"24.02.2024 03:00 - 24.02.2024 04:00","0","0","0","497","414","414","658","627","627"
"24.02.2024 04:00 - 24.02.2024 05:00","0","0","0","551","449","449","627","676","676"
"24.02.2024 05:00 - 24.02.2024 06:00","0","0","0","623","478","478","555","635","635"
"24.02.2024 06:00 - 24.02.2024 07:00","8","8","8","636","443","443","502","631","631"
"24.02.2024 07:00 - 24.02.2024 08:00","103","101","101","617","402","395","517","533","533"
"24.02.2024 08:00 - 24.02.2024 09:00","290","293","288","593","423","429","492","484","397"
"24.02.2024 09:00 - 24.02.2024 10:00","513","508","431","562","450","358","466","444","338"
"24.02.2024 10:00 - 24.02.2024 11:00","671","633","453","543","446","362","472","461","338"
"24.02.2024 11:00 - 24.02.2024 12:00","713","659","452","526","440","361","524","503","389"
"24.02.2024 12:00 - 24.02.2024 13:00","656","590","428","511","451","449","560","525","394"
"24.02.2024 13:00 - 24.02.2024 14:00","527","453","387","523","454","447","539","512","447"
"24.02.2024 14:00 - 24.02.2024 15:00","339","298","294","520","473","376","505","465","526"
"24.02.2024 15:00 - 24.02.2024 16:00","166","155","161","510","497","365","469","433","517"
"24.02.2024 16:00 - 24.02.2024 17:00","39","36","16","511","513","511","406","415","505"
"24.02.2024 17:00 - 24.02.2024 18:00","2","2","0","527","526","461","350","381","486"
"24.02.2024 18:00 - 24.02.2024 19:00","0","0","0","560","530","399","394","392","497"
"24.02.2024 19:00 - 24.02.2024 20:00","0","0","0","590","530","338","497","424","554"
"24.02.2024 20:00 - 24.02.2024 21:00","0","0","0","611","519","354","554","479","505"
"24.02.2024 21:00 - 24.02.2024 22:00","0","0","0","647","536","307","579","514","477"
"24.02.2024 22:00 - 24.02.2024 23:00","0","0","0","649","546","371","599","531","527"
"24.02.2024 23:00 - 25.02.2024 00:00","0","0","0","579","153","153","589","465","465"
"25.02.2024 00:00 - 25.02.2024 01:00","0","0","0","621","462","462","609","541","541"
"25.02.2024 01:00 - 25.02.2024 02:00","0","0","0","622","465","465","616","564","564"
"25.02.2024 02:00 - 25.02.2024 03:00","0","0","0","582","553","553","630","520","520"
"25.02.2024 03:00 - 25.02.2024 04:00","0","0","0","554","504","504","625","419","419"
"25.02.2024 04:00 - 25.02.2024 05:00","0","0","0","542","466","466","595","391","391"
"25.02.2024 05:00 - 25.02.2024 06:00","0","0","0","530","414","414","526","364","364"
"25.02.2024 06:00 - 25.02.2024 07:00","9","8","8","540","461","461","489","476","476"
"25.02.2024 07:00 - 25.02.2024 08:00","90","80","80","573","497","490","546","585","584"
"25.02.2024 08:00 - 25.02.2024 09:00","253","203","239","585","491","507","564","616","546"
"25.02.2024 09:00 - 25.02.2024 10:00","408","327","318","542","438","385","546","550","459"
"25.02.2024 10:00 - 25.02.2024 11:00","474","384","275","459","396","176","439","443","328"
"25.02.2024 11:00 - 25.02.2024 12:00","494","367","277","393","353","111","362","377","256"
"25.02.2024 12:00 - 25.02.2024 13:00","476","315","250","330","300","132","300","324","186"
"25.02.2024 13:00 - 25.02.2024 14:00","403","243","190","256","240","97","239","260","145"
"25.02.2024 14:00 - 25.02.2024 15:00","291","167","155","196","198","75","179","205","112"
"25.02.2024 15:00 - 25.02.2024 16:00","164","95","83","164","183","94","132","155","84"
"25.02.2024 16:00 - 25.02.2024 17:00","43","26","17","160","167","143","100","102","60"
"25.02.2024 17:00 - 25.02.2024 18:00","2","1","0","135","141","124","77","68","52"
"25.02.2024 18:00 - 25.02.2024 19:00","0","0","0","92","113","84","60","56","45"
"25.02.2024 19:00 - 25.02.2024 20:00","0","0","0","71","85","75","38","46","31"
"25.02.2024 20:00 - 25.02.2024 21:00","0","0","0","68","58","41","27","41","30"
"25.02.2024 21:00 - 25.02.2024 22:00","0","0","0","76","47","45","26","40","36"
"25.02.2024 22:00 - 25.02.2024 23:00","0","0","0","90","53","42","28","54","57"
"25.02.2024 23:00 - 26.02.2024 00:00","0","0","0","131","47","47","53","67","67"
"26.02.2024 00:00 - 26.02.2024 01:00","0","0","0","151","54","54","61","100","100"
"26.02.2024 01:00 - 26.02.2024 02:00","0","0","0","153","90","90","74","153","153"
"26.02.2024 02:00 - 26.02.2024 03:00","0","0","0","157","93","93","104","185","185"
"26.02.2024 03:00 - 26.02.2024 04:00","0","0","0","185","95","95","133","202","202"
"26.02.2024 04:00 - 26.02.2024 05:00","0","0","0","242","140","140","150","208","208"
"26.02.2024 05:00 - 26.02.2024 06:00","0","0","0","271","103","103","146","211","216"
"26.02.2024 06:00 - 26.02.2024 07:00","9","9","9","269","64","64","139","245","245"
"26.02.2024 07:00 - 26.02.2024 08:00","80","76","76","277","114","119","162","292","292"
"26.02.2024 08:00 - 26.02.2024 09:00","232","216","205","315","212","185","192","358","279"
"26.02.2024 09:00 - 26.02.2024 10:00","403","362","348","333","309","281","226","423","297"
"26.02.2024 10:00 - 26.02.2024 11:00","518","456","505","348","371","332","259","469","397"
"26.02.2024 11:00 - 26.02.2024 12:00","570","504","479","374","386","337","311","511","400"
"26.02.2024 12:00 - 26.02.2024 13:00","562","512","407","388","379","305","358","504","418"
"26.02.2024 13:00 - 26.02.2024 14:00","493","458","368","399","365","299","361","476","432"
"26.02.2024 14:00 - 26.02.2024 15:00","371","340","295","432","367","453","362","427","406"
"26.02.2024 15:00 - 26.02.2024 16:00","225","199","169","456","408","419","339","374","380"
"26.02.2024 16:00 - 26.02.2024 17:00","68","59","27","470","444","397","296","309","258"
"26.02.2024 17:00 - 26.02.2024 18:00","4","4","0","469","458","367","234","245","194"
"26.02.2024 18:00 - 26.02.2024 19:00","0","0","0","428","427","297","210","222","209"
"26.02.2024 19:00 - 26.02.2024 20:00","0","0","0","370","382","203","211","209","165"
"26.02.2024 20:00 - 26.02.2024 21:00","0","0","0","320","350","184","185","190","168"
"26.02.2024 21:00 - 26.02.2024 22:00","0","0","0","276","312","147","160","163","149"
"26.02.2024 22:00 - 26.02.2024 23:00","0","0","0","241","251","142","131","134","146"
"26.02.2024 23:00 - 27.02.2024 00:00","0","0","0","208","120","120","111","123","123"
"27.02.2024 00:00 - 27.02.2024 01:00","0","0","0","182","86","86","92","87","87"
"27.02.2024 01:00 - 27.02.2024 02:00","0","0","0","158","68","68","73","54","54"
"27.02.2024 02:00 - 27.02.2024 03:00","0","0","0","127","33","33","57","39","39"
"27.02.2024 03:00 - 27.02.2024 04:00","0","0","0","88","18","18","49","24","24"
"27.02.2024 04:00 - 27.02.2024 05:00","0","0","0","52","9","9","48","19","19"
"27.02.2024 05:00 - 27.02.2024 06:00","0","0","0","25","2","2","42","11","11"
"27.02.2024 06:00 - 27.02.2024 07:00","12","14","14","8","5","5","37","13","13"
"27.02.2024 07:00 - 27.02.2024 08:00","89","100","100","7","4","4","41","21","21"
"27.02.2024 08:00 - 27.02.2024 09:00","238","268","231","15","18","10","53","40","26"
"27.02.2024 09:00 - 27.02.2024 10:00","397","453","250","39","52","24","75","71","43"
"27.02.2024 10:00 - 27.02.2024 11:00","514","592","257","77","105","50","107","115","97"
"27.02.2024 11:00 - 27.02.2024 12:00","581","683","309","136","157","64","167","167","193"
"27.02.2024 12:00 - 27.02.2024 13:00","590","708","307","185","192","127","229","220","242"
"27.02.2024 13:00 - 27.02.2024 14:00","520","641","255","216","227","180","266","277","246"
"27.02.2024 14:00 - 27.02.2024 15:00","386","485","237","238","243","223","292","308","291"
"27.02.2024 15:00 - 27.02.2024 16:00","231","284","121","255","262","269","297","309","247"
"27.02.2024 16:00 - 27.02.2024 17:00","70","83","14","297","319","333","291","295","263"
"27.02.2024 17:00 - 27.02.2024 18:00","5","5","0","369","383","395","289","311","326"
"27.02.2024 18:00 - 27.02.2024 19:00","0","0","0","433","436","436","356","390","461"
"27.02.2024 19:00 - 27.02.2024 20:00","0","0","0","485","499","488","495","506","579"
"27.02.2024 20:00 - 27.02.2024 21:00","0","0","0","559","572","552","664","657","683"
"27.02.2024 21:00 - 27.02.2024 22:00","0","0","0","641","632","622","804","775","783"
"27.02.2024 22:00 - 27.02.2024 23:00","0","0","0","709","688","690","930","865","963"
"27.02.2024 23:00 - 28.02.2024 00:00","0","0","0","697","672","672","1051","1052","1052"
"28.02.2024 00:00 - 28.02.2024 01:00","0","0","0","728","646","646","1121","1210","1210"
"28.02.2024 01:00 - 28.02.2024 02:00","0","0","0","750","733","733","1171","1352","1352"
"28.02.2024 02:00 - 28.02.2024 03:00","0","0","0","762","782","782","1227","1391","1391"
"28.02.2024 03:00 - 28.02.2024 04:00","0","0","0","747","838","838","1208","1440","1440"
"28.02.2024 04:00 - 28.02.2024 05:00","0","0","0","686","925","925","1080","1439","1439"
"28.02.2024 05:00 - 28.02.2024 06:00","0","0","0","609","709","709","839","1333","1333"
"28.02.2024 06:00 - 28.02.2024 07:00","11","7","7","560","594","594","692","1195","1195"
"28.02.2024 07:00 - 28.02.2024 08:00","83","58","58","532","588","600","695","989","989"
"28.02.2024 08:00 - 28.02.2024 09:00","244","179","168","510","559","592","698","920","799"
"28.02.2024 09:00 - 28.02.2024 10:00","442","329","278","503","554","577","722","845","718"
"28.02.2024 10:00 - 28.02.2024 11:00","604","454","375","524","574","580","745","845","803"
"28.02.2024 11:00 - 28.02.2024 12:00","688","551","550","541","601","628","807","855","945"
"28.02.2024 12:00 - 28.02.2024 13:00","703","608","570","557","612","536","857","877","1125"
"28.02.2024 13:00 - 28.02.2024 14:00","653","579","413","582","619","521","894","886","1170"
"28.02.2024 14:00 - 28.02.2024 15:00","504","440","306","589","622","498","881","857","1166"
"28.02.2024 15:00 - 28.02.2024 16:00","295","250","133","585","609","459","841","814","1036"
"28.02.2024 16:00 - 28.02.2024 17:00","88","74","8","586","605","494","753","754","780"
"28.02.2024 17:00 - 28.02.2024 18:00","5","5","0","622","629","490","642","702","707"
"28.02.2024 18:00 - 28.02.2024 19:00","0","0","0","699","685","768","702","766","924"
"28.02.2024 19:00 - 28.02.2024 20:00","0","0","0","788","760","950","907","916","1116"
"28.02.2024 20:00 - 28.02.2024 21:00","0","0","0","847","832","1048","1148","1128","1367"
"28.02.2024 21:00 - 28.02.2024 22:00","0","0","0","876","870","1067","1342","1294","1550"
"28.02.2024 22:00 - 28.02.2024 23:00","0","0","0","894","889","1090","1525","1440","1804"
"28.02.2024 23:00 - 29.02.2024 00:00","0","0","0","887","1065","1065","1689","1901","1901"
"29.02.2024 00:00 - 29.02.2024 01:00","0","0","0","910","1065","1065","1819","2266","2266"
"29.02.2024 01:00 - 29.02.2024 02:00","0","0","0","940","1097","1097","1998","2485","2485"
"29.02.2024 02:00 - 29.02.2024 03:00","0","0","0","959","1084","1084","2209","2648","2648"
"29.02.2024 03:00 - 29.02.2024 04:00","0","0","0","969","1095","1095","2379","2730","2730"
"29.02.2024 04:00 - 29.02.2024 05:00","0","0","0","984","1101","1101","2438","2839","2839"
"29.02.2024 05:00 - 29.02.2024 06:00","0","0","0","993","1104","1104","2253","2719","2719"
"29.02.2024 06:00 - 29.02.2024 07:00","9","9","9","1002","1103","1103","2159","2874","2874"
"29.02.2024 07:00 - 29.02.2024 08:00","65","63","63","1009","1099","1100","2428","3129","3129"
"29.02.2024 08:00 - 29.02.2024 09:00","109","103","80","1010","1081","963","2538","3116","3021"
"29.02.2024 09:00 - 29.02.2024 10:00","135","138","146","1010","1062","981","2417","2836","2797"
"29.02.2024 10:00 - 29.02.2024 11:00","142","158","168","1009","1043","1048","2466","2690","2613"
"29.02.2024 11:00 - 29.02.2024 12:00","155","165","164","1006","1028","986","2240","2380","2380"
"29.02.2024 12:00 - 29.02.2024 13:00","148","151","143","1000","1008","978","2030","2084","2328"
"29.02.2024 13:00 - 29.02.2024 14:00","123","127","113","986","990","981","1848","1853","2196"
"29.02.2024 14:00 - 29.02.2024 15:00","90","91","84","964","974","1069","1681","1701","2037"
"29.02.2024 15:00 - 29.02.2024 16:00","50","49","47","937","954","1065","1611","1606","2007"
"29.02.2024 16:00 - 29.02.2024 17:00","9","9","7","912","935","1061","1510","1517","1848"
"29.02.2024 17:00 - 29.02.2024 18:00","0","0","0","890","920","1054","1326","1368","1673"
"29.02.2024 18:00 - 29.02.2024 19:00","0","0","0","871","909","1050","1268","1318","1766"
"29.02.2024 19:00 - 29.02.2024 20:00","0","0","0","853","904","1018","1262","1288","1654"
"29.02.2024 20:00 - 29.02.2024 21:00","0","0","0","835","906","998","1277","1311","1527"
"29.02.2024 21:00 - 29.02.2024 22:00","0","0","0","818","907","996","1214","1293","1418"
"29.02.2024 22:00 - 29.02.2024 23:00","0","0","0","801","901","1049","1187","1274","1406"
"29.02.2024 23:00 - 01.03.2024 00:00","0","0","0","951","1011","1011","1498","1387","1387"
"01.03.2024 00:00 - 01.03.2024 01:00","0","0","0","939","1042","1042","1456","1407","1407"
"01.03.2024 01:00 - 01.03.2024 02:00","0","0","0","928","1047","1047","1382","1353","1353"
"01.03.2024 02:00 - 01.03.2024 03:00","0","0","0","921","1030","1030","1337","1311","1311"
"01.03.2024 03:00 - 01.03.2024 04:00","0","0","0","923","1026","1026","1338","1264","1264"
"01.03.2024 04:00 - 01.03.2024 05:00","0","0","0","937","1040","1040","1348","1386","1386"
"01.03.2024 05:00 - 01.03.2024 06:00","0","0","0","950","1064","1064","1272","1309","1309"
"01.03.2024 06:00 - 01.03.2024 07:00","25","27","27","951","1055","1055","1244","1449","1449"
"01.03.2024 07:00 - 01.03.2024 08:00","212","233","233","944","1047","1049","1391","1636","1636"
"01.03.2024 08:00 - 01.03.2024 09:00","410","438","328","937","1017","1047","1412","1664","1441"
"01.03.2024 09:00 - 01.03.2024 10:00","573","577","554","922","977","1031","1339","1541","1284"
"01.03.2024 10:00 - 01.03.2024 11:00","624","642","518","822","921","1008","1296","1477","1313"
"01.03.2024 11:00 - 01.03.2024 12:00","577","615","412","641","840","959","1171","1408","1277"
"01.03.2024 12:00 - 01.03.2024 13:00","480","515","318","537","724","556","984","1300","1185"
"01.03.2024 13:00 - 01.03.2024 14:00","361","366","192","495","573","486","792","1135","1122"
"01.03.2024 14:00 - 01.03.2024 15:00","271","236","197","495","457","349","636","966","969"
"01.03.2024 15:00 - 01.03.2024 16:00","164","135","94","500","428","379","552","805","809"
"01.03.2024 16:00 - 01.03.2024 17:00","32","27","11","527","492","350","486","670","638"
"01.03.2024 17:00 - 01.03.2024 18:00","1","1","0","597","577","474","418","565","508"
"01.03.2024 18:00 - 01.03.2024 19:00","0","0","0","651","651","520","407","534","477"
"01.03.2024 19:00 - 01.03.2024 20:00","0","0","0","693","719","472","426","531","469"
"01.03.2024 20:00 - 01.03.2024 21:00","0","0","0","725","766","536","448","541","561"
"01.03.2024 21:00 - 01.03.2024 22:00","0","0","0","731","785","686","457","525","555"
"01.03.2024 22:00 - 01.03.2024 23:00","0","0","0","724","768","662","473","498","493"
"01.03.2024 23:00 - 02.03.2024 00:00","0","0","0","628","504","504","545","558","558"
"02.03.2024 00:00 - 02.03.2024 01:00","0","0","0","611","464","464","572","659","659"
"02.03.2024 01:00 - 02.03.2024 02:00","0","0","0","652","607","607","610","803","803"
"02.03.2024 02:00 - 02.03.2024 03:00","0","0","0","710","691","691","679","889","889"
"02.03.2024 03:00 - 02.03.2024 04:00","0","0","0","746","718","718","806","969","969"
"02.03.2024 04:00 - 02.03.2024 05:00","0","0","0","756","814","814","968","1210","1210"
"02.03.2024 05:00 - 02.03.2024 06:00","0","0","0","761","803","803","962","1326","1326"
"02.03.2024 06:00 - 02.03.2024 07:00","21","17","17","768","814","814","874","1467","1467"
"02.03.2024 07:00 - 02.03.2024 08:00","164","140","140","764","877","878","865","1428","1428"
"02.03.2024 08:00 - 02.03.2024 09:00","319","300","162","742","818","820","790","1266","1037"
"02.03.2024 09:00 - 02.03.2024 10:00","477","474","367","680","736","687","649","1039","732"
"02.03.2024 10:00 - 02.03.2024 11:00","625","584","474","598","652","554","524","843","624"
"02.03.2024 11:00 - 02.03.2024 12:00","708","623","546","519","580","469","389","690","504"
"02.03.2024 12:00 - 02.03.2024 13:00","714","603","493","443","516","320","308","609","392"
"02.03.2024 13:00 - 02.03.2024 14:00","640","541","458","388","453","212","248","558","276"
"02.03.2024 14:00 - 02.03.2024 15:00","470","396","443","350","412","179","215","529","191"
"02.03.2024 15:00 - 02.03.2024 16:00","265","225","280","320","393","166","207","520","185"
"02.03.2024 16:00 - 02.03.2024 17:00","51","46","71","299","365","177","228","551","258"
